,artist,song,text,explicit_label
1602,Bob Dylan,Cry A While,"Well, I had to go down and see a guy named Mr. Goldsmith   A nasty, dirty, double-crossin', back-stabbin' phony I didn't want to have to be dealin' with   But I did it for you and all you gave me was a smile   Well, I cried for you - now it's your turn to cry awhile      I don't carry dead weight - I'm no flash in the pan   All right, I'll set you straight, can't you see I'm a union man?   I'm lettin' the cat out of the cage, I'm keeping a low profile   Well, I cried for you - now it's your turn, you can cry awhile      Feel like a fighting rooster - feel better than I ever felt   But the Pennsylvania line's in an awful mess and the Denver road is about to melt   I went to the church house, every day I go an extra mile   Well, I cried for you - now it's your turn, you can cry awhile      Last night 'cross the alley there was a pounding on the walls   It must have been Don Pasquale makin' a two a.m. booty call   To break a trusting heart like mine was just your style   Well, I cried for you - now it's your turn to cry awhile      I'm on the fringes of the night, fighting back tears that I can't control   Some people they ain't human, they got no heart or soul   Well, I'm crying to The Lord - I'm tryin' to be meek and mild   Yes, I cried for you - now it's your turn, you can cry awhile      Well, there's preachers in the pulpits and babies in the cribs   I'm longin' for that sweet fat that sticks to your ribs   I'm gonna buy me a barrel of whiskey - I'll die before I turn senile   Well, I cried for you - now it's your turn, you can cry awhile      Well, you bet on a horse and it ran on the wrong way   I always said you'd be sorry and today could be the day   I might need a good lawyer, could be your funeral, my trial   Well, I cried for you, now it's your turn, you can cry awhile  ",FALSE
15206,Out Of Eden,Shoulda' Listened,"Ohhh... Yeah   I should have stopped, looked and listened before I proceeded   But caution I threw to the wind   Manyve been placed in my life to help lead me and guide me   But I didn't want to talk to them   So I ignored their advice and I tried to disguise pain from you and all the things you did   The wrong road was chosen my heart has been broken   Cause I didn't want to hear them   Shoulda said what I didn't say   Shoulda went right but I went left that day   Shoulda prayed but instead I strayed   Shoulda gone a different way   Shoulda listened to my mother   When she said that you were no good for me   Shoulda listened to my pastors   When they told me turn around and leave you be   Shoulda listened to my sisters   When they said that I was too blind to see   But I see the light somehow   And I vow to listen now   I had the chance to advance and it seemed like the best   Opportunity that I could get   I didn't bother to see if my people agreed   Maybe I knew what they would say and yet   I didn't control it I kept going for it   When I shoulda known it wasn't in Gods plan   Had to let go, had I listened before   I wouldve said no from the door   Shoulda said what I didn't say   Shoulda went right but I went left that day   Shoulda stayed but instead I strayed   Shoulda gone a different way   Shoulda listened to my mother   When she said that you were no good for me   Shoulda listened to my pastors   When they told me turn around and leave you be   Shoulda listened to my sisters   When they said that I was too blind to see   But I see the light somehow   And I vow to listen now   Shoulda listened to my mother   When she said that you were no good for me   Shoulda listened to my pastors   When they told me turn around and leave you be   Shoulda listened to my sisters   When they said that I was too blind to see   But I see the light somehow   And I vow to listen now   Shoulda listened I know I shoulda listened   But I know that I vow to listen now   Shoulda listened I know I shoulda listened   But you don't have to tell me twice I'm going to listen now   Shoulda listened if only I had listened   But I've learned my lesson now   I'm gonna listen now   Shoulda listened cause I just can't be missing   All the things God has for me   Repeat till end  ",FALSE
45690,Nickelback,Old Enough,She's old enough   She knows enough   She's thrown up   So throw her   Out to me   And I'll treat her like she was mine   My belief   You got your way and I'll get mine      And I can't eat   I can't sleep   I want to thank you for coming   And why do we always laugh   While we're in this discussion      Should have known enough   Never grown enough   Alone enough   To know my      Where would be   The path I wanted to try   If it fairs to be   Good for me than I'd rather die      And I can't eat   I can't sleep   I want to thank you for coming   And why do we always laugh   While we're in this discussion      Black words always lead to something   Bury her cause her time was cut thin   All the while you just stood and stared   Never cared to help we just got carried away      Lately it seems like my dreams have started to die   It occurred to me on the inside I guess so have I      And I can't eat   I can't sleep   I want to thank you for coming   And why do we always laugh   While we're in the last ones coming      Standing here with my two feet   Enjoy it now cause it won't be   Some way   Some how   The things that keep me alive   Aren't livin' here anymore  ,FALSE
37826,Jimi Hendrix,Sunshine Of Your Love,"It's getting near dawn,   When lights close their tired eyes.   I'll soon be with you my love,   To give you my dawn surprise.   I'll be with you darling soon,   I'll be with you when the stars start falling.      I've been waiting so long   To be where I'm going   In the sunshine of your love.      I'm with you my love,   The light's shining through on you.   Yes, I'm with you my love,   It's the morning and just we two.   I'll stay with you darling now,   I'll stay with you till my seas are dried up.      I've been waiting so long   To be where I'm going   In the sunshine of your love.      I've been waiting so long   To be where I'm going   In the sunshine of your love.      I'm with you my love,   The light's shining through on you.   Yes, I'm with you my love,   It's the morning and just we two.   I'll stay with you darling now,   I'll stay with you till my seas are dried up.      I've been waiting so long   I've been waiting so long   I've been waiting so long   To be where I'm going   In the sunshine of your love.  ",FALSE
23355,Alice Cooper,Big Apple Dreamin' (Hippo),"We're so young and pretty, we're so young and clean   So many things that we have never seen   Let's move from Ohio, sell this dam' old store   Big Apple dreamin' on a wooden floor      Skyscrapers and subways and stations   Staring up at the United Nations      New York is waiting for you and me, baby   Waiting to swallow us down   New York, we're coming to see what you're made of   Are you as great as you sound      Heard about them massages, and all those dirty shows   I read somewhere some places never close   While we waste time on yokels, comin' through the door   Big Apple dreamin' on a wooden floor      Skyscrapers and subways and stations   Staring up at the United Nations      New York is waiting for you and me, baby   Waiting to swallow us down   New York, we're coming to see what you're made of   Are you as great as you sound      New York is waiting for you and me, baby   Waiting to swallow us down   New York, we're coming to see what you're made of   Are you as tough as you sound      Oh, New York is waiting for you and me, baby   Waiting to swallow us down, whoo-oo   New York, we're coming, to see what you're made of   Are you as tough as you sound      Yeah, New York is waiting, baby   Waiting to swallow us down,   New York, we're coming, see what you're made of   You can't be as tough as you sound      Oh, New York, you and me, baby   Waiting to swallow us down,   New York, we're coming see what you're made of   Are you as great as you sound      Oh, New York, Oh, New York we're coming   Oh, we're coming to see what you're made of   Oh, you can't be as tough as you sound   Me and my baby, we're coming   Oh, we're coming      They're waiting for you and me, baby   Oh... (Fading out dialog?)  ",FALSE
6048,Fiona Apple,Shadowboxer,"Once my lover, now my friend.   What a cruel thing to pretend.   What a cunning way to condescend.   Once my lover, and now my friend.      Oh, you creep up like the clouds.   And you set my soul at ease.   Then you let your love abound,   And you bring me to my knees.      Oh, it's evil, babe, the way you let your grace enrapture me.   When well you know, I'd be insane   To ever let that dirty game recapture me.   You made me a Shadowboxer, baby.      I want to be ready for what you do.   I've been swinging all around me   ""'Cause I don't know when you're gonna make your move.   Oh, your gaze is dangerous.      And you fill your space so sweet.   If I let you get to close,   You'll set your spell on me.   So darlin', I just want to say      Just in case I don't come through,   I was on to every play   I just wanted you.   Oh, it's so evil, my love.      The way you've no reverence to my concern.   So I'll be sure to stay wary of you, love.   To save the pain   Of once my flame, and twice my burn.  ",FALSE
44237,Modern Talking,It Hurts So Good,"I watched the stars oh one by one   Why you left me so alone   Oh, why, oh why, you break my heart   I watched the stars, I think of you   Oh, I'm just the biggest fool   Oh, why I let you break apart   Oh, why, oh why, you break my heart      It hurt's so good, to be in love   You are the girl, I'm living for   It hurts so good, to be in love   Oh, I need you more and more   It hurts so good, you're in my heart   I love you more and more each day   It hurts so good, let's try a start   Oh, baby come what may   You are with me, where I belong   My heart can't get enough      What's good for me is good for you   Oh, I'll never make you blue   Oh, why, oh why you break my heart   From coast to coast and sky to sky   Oh, there is no reason why   Oh, why I let you break apart   Oh, why, oh why, you break my heart  ",FALSE
48868,Poison,Lay Your Body Down,"I've spent my life waiting   For that famous final scene   I believe you know the one--   When she falls in love with me      As for you, you've been fakin' your smile   Fillin' your time   On small talk   And cheap wine   Knowing in your heart there was someplace   That you'd rather be      So right or wrong,   I wrote you this song   To tell you how I feel      Don't put up no fight   You just turn off the lights   Walk over here to me      [Chorus]   And lay your body down on me   Down on me tonight, oh yeah   Oh, let your tears fall down on me   Down on me tonight, oh yeah      As for me I've lied to, denied to   Fight with, and tried to   Apologize for all my ways   To all the women who were fool enough to fall   In love with me      You played your role   Like a movie   Got your lines for who is,   Who was, who would be   Somehow you lost track   While real love slipped away, yeah      So for tonight, just turn off the lights   And let those real feelings show   There's no wrong or right   But until you try   You're never gonna know      [Chorus]      Before you was mine   I was so lonely   Ain't it a shame   Your heart must feel pain   Before you get back on your feet again      So let's draw the blinds   Forget wasted time   And let them old demons die   Take a hold of my hand   Then you'd understand   Why love's worth one more try      [Chorus]  ",FALSE
27212,Cheap Trick,Magical Mystery Tour,"Roll up, roll up, roll up, roll up   Roll up   Roll up, roll up, roll up, roll up   (Roll up) I've got an invitation   (Roll up for the mystery tour)   (Roll up) To make a reservation   (Roll up for the mystery tour)   (Roll up) They got everything you need   (Roll up for the mystery tour)   (Roll up) Satisfaction guaranteed   (Roll up for the mystery tour)      The magical mystery tour   Is waiting to take you away   Waiting to take you away      (Roll up) I've got an invitation   (Roll up for the mystery tour)   (Roll up) To make a reservation   (Roll up for the mystery tour)   (Roll up) I got everything you need   (Roll up for the mystery tour)   (Roll up) Satisfaction guaranteed   (Roll up for the mystery tour)      The magical mystery tour   Is hoping to take you away   Hoping to take you away   We're taking a trip   A mystery tour   We're taking a trip      (Oh) The magical mystery tour   (Roll up)   (Roll up for the mystery tour)   (Roll up) I've got an invitation   (Roll up for the mystery tour)   (Roll up) To make a reservation   (Roll up for the mystery tour)      The magical mystery tour   Is coming to take you away   Coming to take you away   The magical mystery tour   Is dying to take you away   Dying to take you away   Take you today  ",FALSE
15459,Pat Benatar,I'm Gonna Follow You,"I'm gonna follow you, 'till I wear you down   I'm gonna follow you, 'cause this here's my town   You don't know these streets the way that I do (i do, I do)   You can't turn it on and off the way that I do (i do, I do)      Oh, oh      I'm gonna follow you, 'till I know your timing   You'll turn some corner soon, and find you can't get by me   You don't know these streets the way that I do (i do, I do)   You can't turn it on and off the way that I do (i do, I do)      You see yourself as some kind of lily of the valley   You come around here in your ballet slippers padding on my alley   And you know that you can't dance   Cause you know you never had the chance   I'm gonna dance for you!      Oh, oh      I'm gonna follow you, 'till I wear you down   I'm gonna follow you, 'cause this here's my town   You don't know these streets the way that I do (i do, I do)   You can't turn it on and off the way that I do (i do, I do)      You see yourself as some kind of lily of the valley   You come around here in your ballet slippers padding on my alley   And you know that you can't dance   Cause you know you never had the chance   I'm gonna dance for you!      Oh, oh  ",FALSE
51650,Slayer,Aggressive Perfector,"Follow me, I'll lead the way, your fears will soon overtake   Hide your infinite tears inside, it seeks your smallest break   Screaming as if nothing helps, you press on to survive   Playing out the fantasies of a force that keeps you alive      He'll have you down on your knees   You play his fatal game   He'll satisfy your every need   You'll never be the same      Take my hand, I'll show you how,   You've just one life to live   The road you're on goes straight to hell,   Your life is yours to give   His fantasies of all of you are much too great to see   This world your living is so unreal, perfected just for me      He'll have you down on your knees   You play his fatal game   He'll satisfy your every need   You'll never be the same  ",FALSE
23811,Alphaville,Victory Of Love,"Waiting   For a change in the weather   I'm waiting for a shift in the air   Could we get it together, ever   Hoping for your return, hoping for your sweet, sweet   Return   Hello   Is this heaven calling   Hello, hello, is somebody there, she must be somewhere   And then she says hello, hello, hello   She's really an angel   She stands in the sunshine   She's closing her eyes, she starting to dream,   She's pulling the strings   She's dreaming a strange dream      Where nothing is grey   Then she takes me away and she's pulling the strings   When she's playing with love   She's playing with love   Counting   I count every second   And I'm standing   I stand in the rain, I walk up that lane   Which leads to the sunshine   She stands in the sunshine   She's closing her eyes   Then she takes me away and she's pulling the strings   When she's playing with love   She's playing with love  ",FALSE
38927,Judas Priest,Heading Out To The Highway,"Hit 'em boys!   Well I've said it before, and I'll say it again   You get nothing for nothing: expect it when   You're backseat driving, and your hands ain't on the wheel   It's easy to go along with the crowd,   And find later on that your say ain't allowed   Oh that's the way to find what you've been missing   So I'm heading out to the highway   I got nothing to lose at all   I'm gonna do it my way   Take a chance before I fall   A chance before I fall!   You can hang in a left or hang in a right   The choice it is yours to do as you might   The road is open wide to place your bidding   Now, wherever you turn, wherever you go   If you get it wrong, at least you can know   There's miles and miles to put it back together!   And I'm heading out to the highway   I got nothing to lose at all   I'm gonna do it my way   Take a chance before I fall   A chance before I fall!   On the highway!   On the highway!   Making a curve or taking the strain   On the decline, or out on the wain   Oh everybody breaks down sooner or later   We'll put it to rights, we'll square up and mend.   Back on your feet to take the next bend!   You weather every storm that's coming atcha!   And I'm heading out to the highway   I got nothin' to lose at all   I'm gonna do it my way   Take a chance before I fall   Yes, I'm heading out to the highway,   I got nothing to lose at all.I got nothing to lose at all!  ",FALSE
45502,New Order,Thieves Like Us,"I've watched your face for a long time   It's always the same   I've studied the cracks and the wrinkles   You were always so vain   Well, now you live your life like a shadow   In the pouring rain   Oh, it's called love   Yes, it's called love   Oh, it's called love   And it belongs to us   Oh, it dies so quickly   It grows so slowly   But when it dies, it dies for good   It's called love   And it belongs to everyone but us      I've lived my life in the valleys   I've lived my life on the hills   I've lived my life on alcohol   I've lived my life on pills   But it's called love   And it belongs to us   It's called love   And it's the only thing that's worth living for   It's called love   And it belongs to us   It's called love   Yes it's called love      Oh, love is found in the east and west   But when love is at home, it's the best   Love is the cure for every evil   Love is the air that supports the eagle   It's called love   And it's so un-cool   It's called love   And somehow it's become unmentionable   It's called love   And it belongs to every one of us   It's called love   And it cuts your life like a broken knife  ",FALSE
40989,Kylie Minogue,Giving You Up,"Last night I lost my head   And fell right back into your love   I lay intoxicated while angels circled high above      Deep in a perfect moment   All at once it feels so right   But when I wake I see reality turn back and bite      Ah, hah-ah hah-ah   Ah, hah-ah hah-ah   Ah, hah-ah hah-ah   Ah, hah-ah hah-ah      Your heartbeats ticking   And your cool starts dripping   And your tongue tied up on the phone      Your backbones breaking   And your smooth starts shaking   Like you can't stand being alone      Your cot starts rocking   Little doubts start knocking   Like the whole worlds slipping away      Attentions killing   But the ride is thrilling   But you can't help going again      What you want is what you don't know   Turn me on and watch your ego   What you want is what you don't need   Stand up when your talking to me      [Chorus]   I can't start giving you up   I'm lost without you   Can't stop tickin' the tock   I can't start giving you up   I'm mad about you   Can't stop slipping it off      I can't start giving you up   I'm lost without you   Can't stop tickin' the tock   I can't start giving you up   I'm mad about you   Can't stop slipping it off      A girls got to suffer for fashion   She knows what her body can do-ooh-ooh   She finds a man and she makes it her passion   I'm happy trying all the time with a boy like you      A girls got to suffer for fashion   She knows what her body can do, ooh-ooh   She finds a man and she makes it her passion   I'm happy trying all the time with a boy like you      I can't start giving you up   I'm lost without you   I can't start giving you up   I'm mad about you      [Chorus:Repeat x2]      Ah, hah-ah hah-ah  ",FALSE
23773,Alphaville,Fantastic Dream,"hello today   open your eyes   the snow is falling just like leaves   aquarian warriors rebuild the ship   mr rainbow is gone   hello my love   here's to your heart   unfold the lillies in the deep   the season's over, the shores are sealed   now ashen roses rain on the fields   innocent dreamers, look what you've done   now it's time for the phoenix to fly   hello today   wake to the dawn   to meet the guardians of the isles   the valient captains will rule the seas till the comets return   hello my love   here's to your heart   release that dream into the world   join in the air race, leaving tonite   how does it feel to follow the light   beautiful dreamer, it's up to you   if we glide through the glamour of love   we believe in our dreams   reaching out for above   we believe in our dreams   reaching out for love  ",FALSE
5113,Emmylou Harris,How She Could Sing The Wildwood Flower,[Chorus: ]   How she could sing the Wildwood Flower   The orphan girl he would love so long   In the end he knew she'd been his finest hour   And all he has left of her is a song      He first saw her   Standing by a cabin door   Her song was ringing   Out in a voice so strong and sure   To the lonesome valley   He bring her there to be his bride   Where they would live and work together   Side by side      She was his sunshine   She was his moon and morning star   His words would ring to   The chords of her guitar      He was driven   And lost to her for days and days   'Til the lonesome valley   Finally drove her far away      [Chorus: ]      We all cling to   As the years keep rolling on   One single promise   Of a love that's past and gone   And that lonesome valley   We all walk it by ourselves   With the wildwood flower   Is a story we will tell      [Chorus: ]      How she could sing the Wildwood Flower   And all we have left of her is a song  ,FALSE
20855,Vince Gill,What They All Call Love,"It ain't about you, it ain't about me   It's about this love we found that has to be   I never questioned that look in your eyes   And you never doubted how I felt inside      [Chorus]   We found passion and grace in each others face   And our heart's will now beat as one   For we both know a place where our souls have embraced   I think it's what they all call love      This gift you've given humbles me   True companions we'll always be   For so long we've waited to feel what we feel   We've finally tasted something that's real      [Chorus: x2]      I think it's what they all call love  ",FALSE
34540,Grateful Dead,Morning Dew,"Walk me out in the morning dew my honey,   Walk me out in the morning dew today.   I can't walk you out in the morning dew my honey,   I can't walk you out in the morning dew today.      I thought I heard a baby cry this morning,   I thought I heard a baby cry this today.   You didn't hear no baby cry this morning,   You didn't hear no baby cry today.      Where have all the people gone my honey,   Where have all the people gone today.   There's no need for you to be worrying about all those people,   You never see those people anyway.      I thought I heard a young man mourn this morning,   I thought I heard a young man mourn today.   I thought I heard a young man mourn this morning,   I can't walk you out in the morning dew today.      Walk me out in the morning dew my honey,   Walk me out in the morning dew today.   I'll walk you out in the morning dew my honey,   I guess it doesn't really matter anyway,      I guess it doesn't matter anyway,   I guess it doesn't matter anyway,   I guess it doesn't matter anyway,   Guess it doesn't matter anyway.  ",FALSE
18542,Sia,Space Between,"[Verse 1]   Never ending symptoms in my head   We lay hollow in the emptiness   I'm too tired to push you from the bed      [Pre-Chorus]   No more fighting, no more fighting   No more fighting for us      [Chorus]   Feel the void in our bed   The space between is deafening   Oh, we don't bend or break it   The space between is deafening   The space between is deafening      [Verse 2]   No one's moving, we lack the courage to   We lay in stalemate, wishing the other would   But we're too tired, we're at the ember's core      [Pre-Chorus]   No more fighting, there's no more fighting   There's no more fighting for us      [Chorus]   Feel the void in our bed   The space between is deafening   Oh, we don't bend or break it   The space between is deafening      [Bridge]   No more fighting, we've given up now   Silence has more than worth   Imagination cures loneliness   When you become a prisoner      [Chorus]   Feel the void in our bed   The space between is deafening   Oh, we don't bend or break it   The space between is deafening  ",FALSE
