,artist,song,text,explicit_label
18614,Snoop Dogg,I Love My Momma,"Momma, momma   I love my momma   I love my momma!   Through all the drama,   Momma, momma   I love my momma   Check it out      The first one to hold me (yeah)   The first one to scold me (yes-o)   You never cease to teach me   And always try to reach me (momma)   Took me to school the first day   Taught me how to kneel, down and pray (amen)   You learned me how to count from one to ten   And never forget, where I've been   Momma      Yeah, I love my momma   Through all the drama, I love my momma (I love my momma)   Through all the drama, I love my momma   Yeah, I love my momma, love you momma (momma!)   I love my momma   Through all the drama, yeah I love my momma   I love you mom (momma!)   I love my momma   Through all the drama, yeah I love my momma   I love you momma (I love you momma)   Yeah, I love you momma, yeah, I love you momma   (listen here) Trip      You taught me how to care   You taught me how to share (f'real)   You taught me how to love and to give   thanks to the one above, I love you momma      Yeah, I love my momma   I love you momma, I love my momma, I love you momma   I love you momma (I love you momma)   I love my momma (I love you momma)   I love my momma (now you tell em Snoop)      You taught me how to read and write, how to fight   My do's and don't's, my wills and my won't's   I'll never forget, the things that we went through   Banging oldies in the living room, sipping brew   Schlitz Malt Liquor was the thing back then   My momma was my homey my daddy, and my best friend   Ask the Twinz, them my lil locos to the end   And Warren G and Nate Dogg, shit them my true friends   Time and time again, I'ma spit this rhyme again   She the queen in my life, and I'ma make sure she gon' shine again   She taught me everything, but she didn't charge a fee   She taught me everything, except how to see a G   For the nine months you carried, I hope you bury me   instead of the other way around, and I put that on Dogg Pound   I made you cry, you made me smile   I just want to say I love you for life   and that's the reason why I'm here now   Love, Snoop      I love my momma, yeah,   I love my momma (I love you momma)   Yeah, I love my momma (I love you momma)   Through all the drama, yeah, yo, yeah, I love you (I love you)   Momma, momma, momma, momma, I love my momma   Momma, I love you momma   I love you momma   Momma, momma      Your money wasn't always long (fo' sho')   But your heart was forever strong (momma, momma)   You taught me bout faith and hope   And never ever get hooked on dope   Momma (I love you, I love you momma)   I love you momma (thought all the drama, I love my momma)  ",TRUE
5076,Eminem,Farewell,"I don't wanna say goodbye   But sometimes things just don't go as we'd like   All I wanna do is cry   Say my farewells, pack up and leave tonight      Farewell miss I know that you can care less   But I'm sorry for everything I was careless   But I need you to know that I love you so much   And I've been drinking myself to sleep my soul's crushed   A couple more shots I know I'm gonna go nuts   I can't deal with the fact you left me with no crutch   I was in love with you how could you do this to me   Actually I did this to myself, what a tragedy!   And now what do I do?   Where do I go?   Cause everywhere I go I see your face   It's hard starting over   Trying to find another shoulder   To lean on   I feel like my whole life just got peed on   They say time heals but dammit I wanna stop time and feel this pain   As crazy as it sounds to me it's sane   And I like it, why? 'cause I feel like we're still united   In some weird way I don't wanna fight it      I don't wanna say goodbye   But sometimes things just don't go as we'd like   All I wanna do is cry   Say my farewells, pack up and leave tonight      I wrote you the other day and you didn't write back!   It's like that!? after all the crap we been through!?   I can't believe you! I know I fucked up!   But look within you and find some love and stop being stuck up!   You keep sending me to voicemail!   I'm annoyed, hell!, shit you coulda at least sent a text   But you're probably busy kissing someone else's lips   While I'm sitting here cleaning my shoes from this shit!   You're hard headed a sharp headache   I need help call a medic   I just cut myself, yeah, I did it   Without you I'm nothing don't you get it!?   Every time that I said I loved you I meant it!   You turn and tell me you hate me and regret that   We ever met, I can't believe you just said that   You're so cold you just hit me so low   I can't take this no more, so hit the road      I don't wanna say goodbye   But sometimes things just don't go as we'd like   All I wanna do is cry   Say my farewells, pack up and leave tonight      Some things just don't seem the way they do   One day you tell me I love you and only you   I wake up to find out it was a dream   You're telling me you hate me, you're leaving me   People change everything changes   We go from best friends then become strangers   We go from seeing each other everyday then   Farewell to never seeing your face again      I can't get you outta of my head   So I'm out of bed at 4 in the morning   Wishing I was dead   But for some odd reason I can't do it   For some reason I needed to write   What's on my mind and what's going through it   Cause if I don't I'll probably suffocate   Why do you have so much hate   Towards me you need some loving babe   God I fucking love you I hate myself   For falling in love with you   Just to find out all I did was trouble you   My heart is aching I'm medicated   I tried meditating   But nothing works I don't even feel sedated   I wish you could feel what I feel for one second   I reckon you would jump out your window bare naked   Fuck humiliation, you do anything to get me back   Opinions wouldn't matter what they thought in fact   You would tell everyone to fuck themselves good   And do everything to have me if you could      I don't wanna say goodbye   But sometimes things just don't go as we'd like   All I wanna do is cry   Say my farewells, pack up and leave tonight  ",TRUE
30492,Drake,Own It,"Own It   It's yours      Yours   You're still the one that I adore   Ain't much out there to have feelings for   Guess who's it is? Guess who's it is?   Guess who's it is? Guess who's it is?   Yours   A few bottles on the table, a few waters   It ain't a secret, baby, everybody saw us   Guess who's it is? Guess who's it is?   Guess who's it is?   It's yours      Next time we fuck, I don't want to fuck, I want to make love   Next time we talk, I don't want to just talk, I want to trust   Next time I stand tall I want to be standing for you   And next time I spend I want it all to be for you   Peaking, I'm peaking, wake up with me this weekend, weekend   Guess who's it is?   Guess who's it is? Guess who's it is?   It's yours      Own it   I said go own that shit   Own that shit, own that shit   Own that shit, go own that shit   Own that shit, own that shit   Own that shit, own that shit   Go own that shit      Own it   I said go own that shit   Own that shit, own that shit   Own that shit, go own that shit   Own that shit, own that shit   Own that shit, own that shit   Go own that shit      Niggas talk more than bitches these days   Just let that shit sink in   Niggas talk more than bitches these days   Who could get the pussy quicker these days   Still straight with the weed and the liquor these days   Cause the new drugs got the kids trippin' these days   Bunch of journalists been searchin' for a story   My ex-girl been searchin' for a ""sorry""   Couple bitches tryin' to have me on the Maury like nigga it's yours   You should be supportin' but where you been at? On tour, gettin' money   Y'all don't even really check for me   You ain't even hit me when that nigga had threats for me   Girl, you don't love me, you just say that shit to get to me   Girl, cause you got the Batphone in my workline   You should call it   When the last time you did something for the first time?   You have done it all, swear to God   Niggas talk more than bitches these days   Got you thinkin' I'm different these days   Broken telephone for every single conversation   By the time it gets to you, shit switches these days   It's yours, it's your, it's yours, it's always gonna be yours      Own it   It's yours, yeah   It's yours, own it   Own It   Own It   Own It   Own It   Baby, own it   It's yours   Own that shit, own that shit   Own that shit  ",TRUE
36993,Insane Clown Posse,Neden Game,"""Let's meet contestant number one   He's a skitsofrantic, serial killer clown   Who says, ""woman love his sexy smile""   Let's find out if his charm will work on Sharon   Sharon, what's your question?""      ""Contestant number one,   I believe first impressions last forever   So let's say you were to come over to my parent's house   And have dinner with me and my family   Tell me what you would do to make   That first impression really stick""      [Violent J]   Let's see, uh, well, I'd have to think about it   I might show up in a tux, HA!, but I doubt it   I'd probably just show up naked like I always do   And lick your momma in the eye and tell her, ""FUCK YOU!!!""   Hurry up bitch, I'm hungry, I smell spaghetti   I'd pinch her loopy ass and tell her, ""Get the food ready!""   Your dad will probably start tripping and get me pissed   I'd have to walk up and bust him in his fucking lips!   It's dinner time, we hearing grace from your mother   I pull a forty out and pour some for your little brother   I'm steady staring at your sister, I'll tell you this   You know for only 13, she got some big tits   After that, your dad will try to jump again   And only this time, I'd put the forty to his chin   After you mom does the dishes and the silverware   I'd dry-fuck her till I nut in my underwear      ""Now, let's me contestant number two   He's a psychopathic, deranged, crackhead freak   Who works for the Dark Carnival   He says women call him stretch nuts   Sharon, let's hear your question""      ""I like a man who's not afraid to show his true emotions   A man who expresses himself in his own special way   Number two, if you fell in love with me   Exactly how would you let me know?""      [Shaggy 2 Dope]   First thing, I could never love you   You sound like a richie-bitch, yo, FUCK YOU!!!   But if I did, I'd probably show you that I care   By taking all these other motherfuckers outta here   I'd go through your phone book and whack em all   And find contestant number one and break his fucking jaw (what?!)   Anyone who looked at you, would have to pay   I'd be blowing fucking nuggets off all day   I'd grab your titties and stretch em down past your waist   Let em go, and watch em both spring up in your face   I'd sing love songs to you, the best I can   Get you naked, and hit it like a CAVEMAN!!!   When we go to the beach and walk through the sand   I throw a little in your face and say, I'm just playin   As you spit it all out, I'd rub your back   And grab your underwear and wedge it up your ass crack!!      ""Well it sounds like contestant number two   Is just over-flowing with sensativity, Sharon   It's a touch choice so far   Sharon, let's have your last question and   See which one is going to win the rights to your neden""      ""Okay, if we were at a dance club, and you both noticed me at the   same time. Tell me, how would you each get my attention, and what would   your pick up line be? Well, whoever's the smoothest wins!""      [Violent J]   Okay, first I'd slide up to the bar   And tell you that I can't believe how fucking fat you are   I'd tell that I like the way you make your titties shake   And if you lost a little weight, you'd look like Rickie Lake!      [Shaggy 2 Dope]   Fuck that, you'd be jocking me quick   I'd order you a drink and stir it with my dick   And then to get your attention in the crowded place   I'd simply walk up and stick my nuts in your face      [Violent J]   Yeah, freak with your nuts, yo, that'll get her   Tell her that's she fat, yeah, that'll work even better   Look, fuck you, I got a strong rap   Shit, you don't want contestant number two   He's mad-whack      [Violent J]   I walk into a bar and there he was   Standing up on a bucket, eww, trying to fuck it   It was a big fucking smelly, ass farm llama   Damn dawg! how you gonna diss your momma?!  ",TRUE
16488,Q-Tip,Moving With U,"Looky here, looky here, looky here!   You out the frame with it, you off the chain with it   You out the frame with it, woman, woman      You got your girlfriend around ya.   No wonder she surround you. Look at you.   Your brown eyes pierce just like a knight,   Make a fella think real hard about the rest of his life.   The whole shit is strange. I'm really thinkin' brains   But on the other hand, I really feel your stress and pain.   Flimsy little men, they can't command you   And they don't have the heart to demand you,   But neither do I. I guess I'll let you walk   On and watch 'cause your walk is strong.   Sippin' passion wit' a stranger in the club,   It doesn't necessarily equate to love.   It's not really in the air, I want to take it elsewhere   Somethin' wild that you can't compare.   Bangin' on my wood drum now   Hope your hearin' all the sound. Now, nigga, come now.   Sittin' at home, a hat in my hand   While you crawlin' on the earth with your natural tan.   Your than is jigg-a-lin' and causin' a stir.   Let's do it real rough until life is a blur.      [Chorus]   I suit you the way that'chu want.   Hey, hey, hey, the way that'chu want.   It caught me the way that'chu want. (""Uh, uh, uh."")   Hey, hey, hey, the way that'chu want. (""Check it out, now."")   I suit you the way that'chu want. (""Check it out. Check it. Uh."")   Hey, hey, hey, the way that'chu want. (""Check it."")   It got me the way that'chu want.   Hey, hey, hey, the way that'chu want.      I can kinda understand, you know.   I mean bein' at the top, I mean to start a show.   The brushes with fame, continuous game you get,   Hustles with plans, stakin' they clans and shit.   But you shine and you pay it no mind, always   Stayin' on the grind with the things you do.   You got the illest little switch and you   Ain't takin' no shit cause nobody want to fuck with you   Admiration to the utmost.   All my dogs raise your cups 'til the girl toast.   I don't want to bring shame to you really,   I want to put flames to you sincerely.   Make your box-spring jump like a low rida.   Best place that I could be is inside ya.   The love that we have could be real   But you gotta go by what your heart feels.   Heart feels [Repeat: x4]   Come on.      [Chorus]  ",TRUE
37653,Jennifer Lopez,I'm Real,"Called you on the phone   Said I'm comin' through   Hope your all alone   Cause I got plans for you      We could stay at home   Or dance and hang all night   As long as I'm with you   Doesn't matter what we do      Don't ask me where I've been   Or what I'm gonna do   Just know that I'm here with you   Don't try understand   Baby there's no mystery   Cause you know how I am      [Chorus]   I'm real   What you get is what you see   What you tryin' to do to me   You want to say your mine   Be with me all the time   You're falling so in love   And you just can't get enough   You're tellin' all your friends   She's a bad, bad bitch      You like the way I dress   The way I wear my hair   Show me off to all your friends   And baby I don't care   Just as long as you   Tell them who I am   Tell them I'm the one who made you give a damn      Don't ask me where I've been   Or what I'm gonna do   Just know that I'm here with you   Don't try understand   Baby there's no mystery   Cause you know how I am      [Chorus]  ",TRUE
5745,Fabolous,Imma Do It,"[Chorus]   The block got my back, and my boys do too   And my baby mama trippin' said she need more loot   Every block, every hood, every ghetto got beef   I got a heater on my lap, and another in the back   See how I'm suppposed to cope with all this stress on me   Everybody and their mama callin fed's on me   I don't know what I'm a do but I'm a do it (I'm a do it)   Look I don't know what I'm a do but I'm a do it (I'm a do it)   I got money on my head but I'm ridin' in a drop, (drop)      Yeah   Feelin' just like JFK in the city that let em fly like JFK (Ayye)   Sometimes LaGaurdia I ain't gone lie to ya   If looks could kill then my style might body ya   That's why I'm with Nadia I call my gun Nadia   When she say hi to ya it's buh buh bye to ya   Make it sound like Saudia   Arabia, maybe the haters should watch what he say to her you think   I can hold my head high and die or I can live and duck   My attitude is celibate   I don't give a fuck      [Chorus]      Yeah   Now who are you to tell me how to conduct myself   Why don't you go practice safe sex and go fuck yourself   The rumor is that I'm a hazard to a sucka's health   I coulda told you that, yeah I coulda told you that   Picture me not flop where is them explosives at?   Right here on my lap   That's where my composure's at   I'm back like a gun cock   I'm so cool that if I go to hell all I need is my sun block   Nigga hold ya high and die or live and duck   My attitude is celibate   I don't give a fuck      [Chorus]      I mean let's be honest you never liked a nigga   Tryin to live beyond this so I kept the strap on   Clap on, clap off lights out like flights out   You could be departed   Never me who started   I Lambo Gallarded I am vehically challenged   That means the car is retarded   But regardless I'm ""Tin Man"" heartless   No love, if son lookin' for love   Get a show on VH1   Nigga hold ya high and die or live and duck   My attitude is Virgin   Still don't give a fuck      [Chorus]  ",TRUE
36959,Insane Clown Posse,Guts On The Ceiling,"Oh, you'll never guess what's up   My mucking head blew up   My chins in an old man's backyard   I gotta sneak threw his yard   To find the fothermucker   And he's gotta pitbull dog   And it's sitting on my chin like a frog on a log   I throw a bone to try to distract   'cause I'm wanting my chinny-chin-chin back   I'll never be one to boast   But there's my tongue hanging off the lightpost   'cause my head exploded   And my brains unloaded   All over this beautiful city   Teeth and bones to the nitty gritty   There's my eyeball stuck to the wall   Right next to my splattered jaw   I don't dig this game   Chasing my brains all through the sewer drains   My head's all over the block   'cause I done went lunatick-tock tick-tock   Come on, dawg, what's wrong with my head?   It blew apart but I still ain't dead   I get no respect   I got nothing but guts hanging off my neck   But I'll still chilling   Even with my blood and guts all over the ceiling   I'm chillin', I'm illin'   With my guts all over the ceiling   (Chorus X4) I'm chillin, I'm illin   With my guts all over the ceiling   Oh, you'll never guess what's up   My mucking back blew up   If you come across a spine   Best believe it's mine   Oh, forget about my tongue   'cause vato can't breathe without no lungs   I lost both of mine   Now that's an item that I wouldn't mind to find   But forget about dat   'cause I'm roaming the streets with a splattered back   I'm trying to rap to this freak   But she can see my ribs all in the street   Then the chit-chat went dead   She noticed that I ain't got no head   Shhh, I think I hear my heart   But damn, it got hit by a Smark bus   And landed in Pontiac   So I tell my mellow to send it back   Come on, wined and my back blow up   Look for my guts, look for my guts   I gotta call from Nate the Mack   Says he might of found part of my back   Then bring it on over, ace   I got slabs all over the place   But I'm still chillin'   Even with my blood and guts all over the ceiling   (Chorus X4)   You'll never guess what's up   Ahh, I'm down on my luck   Got no head   Said I got no head   Southwest ghetto zone   It done fried my brain   (Chorus until fade)  ",TRUE
57269,Ying Yang Twins,My Brother's Keeper,"[Chorus]   They don't know how far back that we go (we go)   From riding skates, to riding 24's   From off the block hustlin' to rockin' shows   We done seen many bumps in the road   But still we remain, still in the game   Never worry , about them haters, that will never change   And I put this on everything babe   I am my brother's keeper.      Listen D-roc, I know you don't think I care for ya,   But at a drop of a dime I'll be there for ya,   And anybody want to see us apart we need to get rid of   They ass man and that's from the heart.   Pick em apart now that the ying yang twins got some ends,   We seem to have plenty of friends. excuse me then friend,   Let me borrow a stack and when tomorrow comes don't ask me to borrow it back.   If they can't do that they don't contribute to the answer ? from the ?   Serious as cancer. If I was jojo dancer I would do the same thang,   Not to let another man spark my flame. D-roc is the ying,   Kain is the yang but without   The both of us we ain't got a damn thang.   Its me and my brother, my brother and me, all that you see on TV      [Chorus]      United states of Atlanta its still me   And my brother we done been through a lot but still kain I love ya.   Blood, sweat, and tears, good days and bad from   The time you make me laugh you made me mad.   I still got cha back but imma take ya way back   When we was sufferin just to get a nickle sack, scraping up   Change trying to make 2 dollars or 3 to get   Some 99 cent hamburgers to eat   And then ride thorough atlanta in yo raggedy car.   Back then we was some   Underground superstars and these last 5 years we done put work in,   Now the whole world know of the ying yang twins.   Even though we don't spend time at home   Together, we hit the road and its like we never left each other.   Now that's love,   I love you til the day that I leave so its still my brother and me.      [Chorus]      People of the world we must change our mind frame   And stay away from the con and mind games.   Its hard to maintain and stay sane at the same time, steady   Working hard but you bareky gettin by trying   To make a line between stress and peace   And satan always gettin the best of me,   My closest of kin, my best   Friend, man we all in the struggle   But you gotta remember I'm yo brother.   Listen people you need to start helping yo brother,   Helping yo sister, mama, daddy, children and all.   Don't leave these babies out here all alone they   Don't know what's going on. THey don't know right from wrong,   So when you see yo brother give him a hug   And a shoulder to lean on and don't leave him out here   On his own cause times gettin hard these days.   We at war amongest ourselves and we at war overseas brother.      [Chorus]  ",TRUE
18603,Snoop Dogg,Deez Hollywood Nights,"[Chorus: x2]   Those Hollywood nights   They drive me crazy   Those Hollywood nights   They drive me crazy      [Snoop Dogg]   Huh, it's like that that there   They love it when I let down my hair   From Jessica Alba to Jessica Simpson   Even Jessica Biel wanna know how I feel   So I let 'em all come to my back table   Roll up and lick the paper if they able   Bottles of everything, models and everything   Everything goes and yes I mean everything   Cocaine castles, I ain't sniffin'   But baby that plate in that one movie is trippin'   So, I invite her over to my party   Blonde hair, long legs, a real live Barbie   No autographs, I ain't signin' now   Act like you been around a boss, bitch settle down   My life is like one big highlight   Welcome to the motherfuckin' Hollywood night life      [Chorus: x2]      [Snoop Dogg]   Every night I'm in the limo, Excursion   With some whites, some asians and persians   They flirtin', and I'm certain they suckin'   One night with the Dogg and it's curtains   She say she wanna be an actress   So I pointed to these nuts and then I yelled action!   Take one, take two, now cut   Now turn around, and let the homie Damani fuck   Huh, yeah, here we go again   I gotta go behind the club just to get in   They say I'm just too much commotion   All the yellin' and screamin' and pushin', oh yes I got 'em open   I'm in the back of the club gettin' a backrub   Smokin' with one of the Marley's, ""One Love""   I'm higher than gas, refusin' to pass   Hollywood Night School my nigga join my class, c'mon      [Chorus: x2]      [Snoop Dogg]   Meet me at the Roosevelt, bass cabana room   I'm on Sunset (where you at?) at The House of Blues   I just stepped in for a quick cameo   Me and Leonardo DiCaprio   He keep a bad hoe, I keep a bad hoe   He slide me new hoes everywhere we go   Oh the life, night after night, flight after flight   Yes, these Hollywood nights   Will have a nigga burnt out, some hoes turned out   You know it's pimpin' when you see the Dogg permed out   Cameras flashin', police passin'   Every little model wanna give me some action   So I let 'em kick it, then I let 'em lick it   Get some menage, durin' every visit   I wouldn't leave it, even if they paid me   The L.B. raised me and Hollywood is crazy      [Chorus: x2]  ",TRUE
40143,Kid Rock,Genuine Article,"Do what you have to   I do what I had to   To break through a pick a style that sticks like glue   And as I rank I want to thank no one      'Cause I worked like a bitch to get the job done   You helped me around   My parents put me down   I never skipped town      I stood my ground   We kept showin' up   Drinkin and throwin' up   Rap was my life      As I was growin' up   Actin a fool in school no one topped us   Smart ass in class at times abnoxious   Drivin a bronco      Runnin my own show   And pullin the look a like Marilyn Monroe hoes   And me and Bo got together   Made sense      Spent many nights in Mt. Clemens basements   I scratched records and performed a few tricks   KDC mix let the Black man talk shit   Pumpin the new sounds town to town      Who holds it down like Bad Leroy Brown   Now I won't stop cause yo I'm Kid Rock   The Genuine Article      They don't want me   'Cause I worked like a bitch to get the job done      F-F-Fames a costin the price ain't nice   Its like the roll of the dice   For a whole new life   But don't get my song wrong      I enjoy it a lot   Walkin around like a big shot   'Cause I'm Kid Rock   Smooth as an ice cube      Cool as an igloo   And more complex, than a rubix cube   A healthy wealthy young one with a quick tongue   Smart from the start and from the heart my rhymes run      And as I incline through time to get mine   I try not to slide, but walk a straight line   Though it's hard when the climb gets steep   The one who finds is the one who seeks      So I sought and fought   And a lot I got taught   And although I left those who stole got caught   Many shows I rocked      Many suckers I laughed at   And those who snapped back usually got slapped   The cat if I was strap   'Cause I was a son of a gun      Livin' life on the run   Now I pleaded 18 and outdone by none   Bold, Young, Handsome, Bad like Bronson   Pumpin' the new sounds town to town      And when in motown I cool out in Greektown   On the upside with nuthin' too high   The Genuine Article      They don't want me   'Cause I worked like a bitch to get the job done   Chuck nice break that beat down   Uh huh...Uh huh..Uh huh   KDC...huh      Six Generations of rap and I'm first   Ready to burst, the style is rehearsed   I worked and worked and worked and I worked   When many thought I was just gettin jerked      Used, abused, but I paid my dues   And now no one out there could fill my shoes   And my pants and do this dance   This shit didn't happen by chance      It went slow not quick, but now I'm your pick   Ain't that a trip when I started from zip   And now up and up and up I won't stop   The flop just pop the flat top the Kid Rock      Yes me the low key MC   With the ability to rock a party   Anywhere and make people stare   I'm lookin while I'm cookin with no care      Pumpin the new sound town to town   Who holds it down like bad Leroy Brown   And still I won't stop growin this flat top   The Genuine Article      They don't want me   'Cause I worked like a bitch to get the job done  ",TRUE
52638,System Of A Down,I-E-A-I-A-I-O,"Peter's pecker picked another   Pickle bearing pussy pepper,   Peter's pecker picked another   Pickle bearing pussy pepper, Why.      Meeting John at Dale's Jr.   Winked an eye and point a finger,   Meeting John at Dale's Jr.   Winked an eye and point a finger, Why.      A former cop, undercover,   Just got shot, now recovered,   A former cop, undercover,   Just got shot, now recovered, Why.      Fighting crime, with a partner,   Lois Lane, Jimmy Carter,   Fighting crime, with a partner,   Lois Lane, Jimmy Carter, (siren).      I-E-A-I-A-I-O   I-E-A-I-A-I-O, Why.   And we light up the sky.      Peter's pecker picked another   Pickle bearing pussy pepper,   Peter's pecker picked another   Pickle bearing pussy pepper, Why.      Meeting John at Dale's Jr.   Winked an eye and point a finger,   Meeting John at Dale's Jr.   Winked an eye and point a finger, Why.      A former cop, undercover,   Just got shot, now recovered,   A former cop, undercover,   Just got shot, now recovered, Why.      Fighting crime, with a partner,   Lois Lane, Jimmy Carter,   Fighting crime, with a partner,   Lois Lane, Jimmy Carter, (siren).      I-E-A-I-A-I-O   I-E-A-I-A-I-O, Why   And we light up the sky.   I-E-A-I-A-I-O   I-E-A-I-A-I-O, Why   And we light up the sky.      Mine delusions acquainted,   Bubbles erotica,   Plutonium wedding rings,   Icicles stretching,   Bicycles, shoestrings,   One flag, flaggy but one,   Painting the paintings of the alive.      I-E-A-I-A-I-O   I-E-A-I-A-I-O, Why   And we light up the sky.   I-E-A-I-A-I-O   I-E-A-I-A-I-O, Why   And we light up the sky.  ",TRUE
42957,Marilyn Manson,Better Of Two Evils,"Haters call me bitch   Call me fagot call me whitey   But I am something that you'll never be      (Hey)   I won't look prettier if I smile for the picture   Motherfuckers never liked me then and they   Sure won't like me now   Don't try to drag me down with your cliche   Your fake grin fits your faker face   But I find pleasure in your misery      Yeah   I will step on you on my way up   And I will step on you on my way back down   I will step on you on my way up   And I will step on you on my way back down   Haters call me bitch   Call fagot call me whitey   But I am something that you'll never be      (Hey)   Haters call me bitch   Call me faggot call me whitey   But I am something that you'll never be      (Hey)   I'll be your scapegoat, I'll be your saviour   I'm the better of two evils   I'm the better of two evils (yeah yeah yeah)   I want to hang all you cattle   With your velvet rope   Motherfuckers step up and get into   An orderly line.   I'll Show you how to make a muscle:   It takes less strength to grin than   It does to spit on all you   Paparazzi Nazis      Yeah   I will step on you on my way up   And I will step on you on my way back down   Haters call me bitch   Call me fagot call me whitey   But I am something that you'll never be      (Hey)   Haters call me bitch   Call me fagot call me whitey   But I am something that you'll never be      (Hey)   I'll be your scapegoat, I'll be your saviour   I'm the better of two evils   I'm the better of two evils (yeah yeah yeah)   Don't try to lead me to temptation   Don't try to lead me to temptation   Don't try to lead me to temptation   Don't try to lead me to temptation   I've been delivered and I already know the way   Haters call me bitch   Call me fagot call me whitey   But I am something that you'll never be      (Hey)   Haters call me bitch   Call me faggot call me whitey   But I am something that you'll never be      (Hey)   I'll be your scapegoat, I'll be your savior   I'm the better of two evils   I'm the better of two evils (yeah yeah yeah)  ",TRUE
10892,Korn,Here It Comes Again,"Pounding, it starts again   Hurting, oh where do I began?   Screaming, they dance around my head   Hoping, they maybe end up dead      Feeling it ramble, what can I say?   Really fucked up again (I feel that I can fight)   I can't fucking given in (I feel that I can fight)   Can't I ever win (I'll keep it on my mind)   Here it comes again!      Silent it goes away   Patient oh, so really should I stay?   Trying so hard to get ahead   Failure, is often where I'm lead      Feeling it ramble, what can I say?   Really fucked up again (I feel that I can fight)   I can't fucking given in (I feel that I can fight)   Can't I ever win (I'll keep it on my mind)   Here it comes again!      Oh I must hold on   Oh I won't be gone   Oh I won't stop now   Oh I don't know how      Why I can't hold on?   Why I can't be gone?   Why I can't stop now?   Why I'm don't know how?      Here we go again (again)   Here we go again (again)   Here we go again (again)   Here we go again (again)   Here we go again (again)   Here we go again (again)   Here we go again (again)      Feeling it ramble, what can I say?   Really fucked up again (I feel that I can fight)   I can't fucking given in (I feel that I can fight)   Can't I ever win (I'll keep it on my mind)   Here it comes again!  ",TRUE
34812,Gucci Mane,Go Head,"Go head, go head   Go head, go head   Go head, go head   Go head, baby girl go head   Go head, go head   Go head, go head   Go head, go head   Go head      [Chorus: x2]   Shawty gotta ass on ha (on ha)   I'ma put my hands on ha (on ha)   I'ma spend a couple grand on ha (on ha)   I'ma pop a rubber band on ha (on ha)      I'm tryna figure which chick I'ma see today (see today).   Picked up a young girl, looked like lisa ray (lisa ray).   When I seen ha in the club said I gots to get ha (gots to get ha),   Cause she might be trina sista (trina sista).   Gotta girl look just like lauren hill (lauren hill),   Took ha to the crib cause she kno' what it is (she know what it is).   I'ma bump ha but I cant stand ha daddy do' (daddy do')   But she got mo' ass than jackie o' (jackie o').   Gotta brown skin girl like foxy brown (foxy brown).   Bought a quarter pound just to blow it down (blow it down).   Tattoos all ova' like eva or somethin' (eve or somethin').   Long hair but it must be weave or somethin' (weave or something').   Gotta spot so I bought ha new furniture (furniture),   Cause she pretty in the face like monica (monica).   I really dig the girl so I gave a ticket to gucci world (gucci world).      Go head, go head   Go head, go head   Go head, go head   Go head, baby girl go head   Go head, go head   Go head, go head   Go head, go head   Go head      [Chorus: x2]      I'm in the club niggas screamin' who the hill is that (who the hell is dat).   That girl wit' that ass all on the back.   I got that fire read thong wit' bra to match (bra to match).   I'ma real boss bitch and I'm hard to catch.   Mac bre-z, pimpin' ain't e-z nigga (it ain't easy),   You can leave me cause I don't really need ya nigga (i don't need ya).   I got that chevy and ya hear me fo'   Ya see me nigga cause my mama sho' the mack how to treat a nigga.   And I'ma top notch bitch that talk shit but I take none (i take none).   Hair stay fixed   Jump fresh wit my nails done (my nails done),   My braclet. my nigga sick so you already kno',   When I step up in the club,   I be rockin' stilettos hoe (stilettos hoe).   I'ma jazzy girl, straight classy girl (straight classy girl).   And ya never head a nigga say I'm nasty girl (i ain't nasty girl).   And ya never meet a girl that will shine like me (shine like me)   Cause I'm wit the gucci mane, I'm so icey.      Go head, go head   Go head, go head   Go head, go head   Go head, baby girl go head   Go head, go head   Go head, go head   Go head, go head   Go head      [Chorus x2]      Dem niggas jealous say you ain't got time fo' that (time fo' that).   All that shake can a nigga get some fries wit that   (fries wit dat). too much ass, I ain't gotta press a high to that (high to that).   Hair blonde fo' a minute til'   She dyed it black. in the club wit ha girls, everybody pretty.   Said she used to dance at magic city (magic city).   Go girl (go girl)   To the flo' girl (to the flo' girl)   Shake it real slow like a pro girl (pro girl)   Hit the dro girl cause its yo world (yo world)   Dance one time den get some mo' girl (mo' girl)   Gucci in the club two rubber band bites,   Smokin' bubbagush and the shit just stank (stank).   Six girls dancin' at the same time (same time),   Never seen a hood hoe so damn fine (so fine).   Turn around baby girl, damn ya cute.   I ain't tryna come at you like a prostitute.      Go head, go head   Go head, go head   Go head, go head   Go head, baby girl go head   Go head, go head   Go head, go head   Go head, go head   Go head      [Chorus x2]  ",TRUE
